row_index,game_id,move_index,score
0,1,0,0
1,1,1,0
2,1,2,0
3,1,3,4
4,1,4,4
5,1,5,4
6,1,6,8
7,1,7,8
8,1,8,8
9,1,9,28
10,1,10,36
11,1,11,52
12,1,12,56
13,1,13,56
14,1,14,60
15,1,15,60
16,1,16,64
17,1,17,64
18,1,18,64
19,1,19,80
20,1,20,88
21,1,21,88
22,1,22,92
23,1,23,92
24,1,24,92
25,1,25,92
26,1,26,92
27,1,27,104
28,1,28,104
29,1,29,124
30,1,30,124
31,1,31,148
32,1,32,156
33,1,33,156
34,1,34,156
35,1,35,188
36,1,36,188
37,1,37,200
38,1,38,208
39,1,39,244
40,1,40,248
41,1,41,264
42,1,42,264
43,1,43,272
44,1,44,276
45,1,45,320
46,1,46,392
47,1,47,392
48,1,48,396
49,1,49,396
50,1,50,404
51,1,51,420
52,1,52,420
53,1,53,424
54,1,54,428
55,1,55,436
56,1,56,464
57,1,57,464
58,1,58,464
59,1,59,484
60,1,60,488
61,1,61,488
62,1,62,488
63,1,63,492
64,1,64,500
65,1,65,504
66,1,66,504
67,1,67,536
68,1,68,536
69,1,69,540
70,1,70,540
71,1,71,540
72,1,72,540
73,1,73,544
74,1,74,556
75,1,75,556
76,1,76,568
77,1,77,568
