row_index,game_id,move_index,score
0,16,0,0
1,16,1,0
2,16,2,4
3,16,3,4
4,16,4,8
5,16,5,16
6,16,6,20
7,16,7,20
8,16,8,20
9,16,9,24
10,16,10,28
11,16,11,28
12,16,12,28
13,16,13,40
14,16,14,40
15,16,15,60
16,16,16,68
17,16,17,72
18,16,18,72
19,16,19,76
20,16,20,76
21,16,21,84
22,16,22,84
23,16,23,84
24,16,24,96
25,16,25,100
26,16,26,100
27,16,27,104
28,16,28,104
29,16,29,104
30,16,30,108
31,16,31,120
32,16,32,144
33,16,33,160
34,16,34,160
35,16,35,164
36,16,36,168
37,16,37,212
38,16,38,212
39,16,39,212
40,16,40,224
41,16,41,248
42,16,42,284
43,16,43,284
44,16,44,284
45,16,45,288
46,16,46,292
47,16,47,308
48,16,48,312
49,16,49,312
50,16,50,316
51,16,51,316
52,16,52,316
53,16,53,340
54,16,54,344
55,16,55,348
56,16,56,372
57,16,57,404
58,16,58,404
59,16,59,408
60,16,60,416
61,16,61,432
62,16,62,432
63,16,63,436
64,16,64,516
65,16,65,516
66,16,66,516
67,16,67,516
68,16,68,520
69,16,69,528
70,16,70,544
71,16,71,576
72,16,72,656
73,16,73,684
74,16,74,684
75,16,75,684
76,16,76,696
77,16,77,700
78,16,78,700
79,16,79,828
80,16,80,848
81,16,81,848
82,16,82,860
83,16,83,864
84,16,84,872
85,16,85,872
86,16,86,876
87,16,87,884
88,16,88,888
89,16,89,896
90,16,90,912
91,16,91,912
92,16,92,912
93,16,93,916
94,16,94,916
95,16,95,916
96,16,96,920
97,16,97,928
98,16,98,972
99,16,99,972
100,16,100,992
101,16,101,992
102,16,102,992
103,16,103,1036
104,16,104,1044
105,16,105,1044
106,16,106,1044
107,16,107,1048
108,16,108,1068
109,16,109,1068
110,16,110,1072
111,16,111,1072
112,16,112,1076
113,16,113,1084
114,16,114,1084
115,16,115,1084
116,16,116,1088
