row_index,game_id,move_index,score
0,10,0,0
1,10,1,0
2,10,2,4
3,10,3,4
4,10,4,8
5,10,5,8
6,10,6,16
7,10,7,20
8,10,8,20
9,10,9,32
10,10,10,32
11,10,11,32
12,10,12,36
13,10,13,40
14,10,14,48
15,10,15,64
16,10,16,64
17,10,17,68
18,10,18,76
19,10,19,76
20,10,20,76
21,10,21,76
22,10,22,84
23,10,23,112
24,10,24,112
25,10,25,116
26,10,26,124
27,10,27,160
28,10,28,160
29,10,29,164
30,10,30,172
31,10,31,188
32,10,32,188
33,10,33,192
34,10,34,200
35,10,35,216
36,10,36,220
37,10,37,224
38,10,38,264
39,10,39,332
40,10,40,332
41,10,41,336
42,10,42,344
43,10,43,348
44,10,44,348
45,10,45,356
46,10,46,364
47,10,47,380
48,10,48,380
49,10,49,388
50,10,50,392
51,10,51,392
52,10,52,396
53,10,53,404
54,10,54,424
55,10,55,428
56,10,56,468
57,10,57,468
58,10,58,468
59,10,59,480
60,10,60,484
61,10,61,492
62,10,62,508
63,10,63,508
64,10,64,508
65,10,65,508
66,10,66,512
67,10,67,520
68,10,68,524
69,10,69,524
70,10,70,524
71,10,71,524
72,10,72,548
73,10,73,556
74,10,74,560
75,10,75,592
76,10,76,604
77,10,77,608
78,10,78,680
79,10,79,704
80,10,80,832
81,10,81,832
82,10,82,836
83,10,83,836
84,10,84,840
85,10,85,840
86,10,86,844
87,10,87,848
88,10,88,868
89,10,89,884
90,10,90,884
91,10,91,888
92,10,92,888
93,10,93,916
94,10,94,924
95,10,95,944
96,10,96,976
97,10,97,976
98,10,98,980
99,10,99,980
100,10,100,980
101,10,101,992
102,10,102,992
103,10,103,1008
104,10,104,1028
105,10,105,1028
106,10,106,1032
107,10,107,1032
108,10,108,1032
109,10,109,1036
110,10,110,1044
111,10,111,1060
112,10,112,1060
113,10,113,1064
114,10,114,1080
115,10,115,1080
116,10,116,1080
117,10,117,1084
118,10,118,1088
119,10,119,1092
120,10,120,1100
