row_index,game_id,move_index,score
0,17,0,0
1,17,1,0
2,17,2,0
3,17,3,4
4,17,4,4
5,17,5,8
6,17,6,8
7,17,7,12
8,17,8,12
9,17,9,16
10,17,10,24
11,17,11,36
12,17,12,44
13,17,13,64
14,17,14,64
15,17,15,64
16,17,16,64
17,17,17,68
18,17,18,72
19,17,19,80
20,17,20,88
21,17,21,108
22,17,22,108
23,17,23,108
24,17,24,108
25,17,25,108
26,17,26,108
27,17,27,116
28,17,28,132
29,17,29,168
30,17,30,168
31,17,31,184
32,17,32,188
33,17,33,192
34,17,34,208
35,17,35,224
36,17,36,228
37,17,37,264
38,17,38,264
39,17,39,276
40,17,40,276
41,17,41,276
42,17,42,280
43,17,43,284
44,17,44,292
45,17,45,308
46,17,46,312
47,17,47,320
48,17,48,320
49,17,49,320
50,17,50,324
51,17,51,336
52,17,52,336
53,17,53,340
54,17,54,340
55,17,55,340
56,17,56,340
57,17,57,344
58,17,58,360
59,17,59,396
60,17,60,412
61,17,61,412
62,17,62,412
63,17,63,412
64,17,64,412
65,17,65,416
66,17,66,416
67,17,67,420
68,17,68,424
69,17,69,428
70,17,70,436
71,17,71,436
72,17,72,440
