row_index,game_id,move_index,score
0,13,0,0
1,13,1,0
2,13,2,4
3,13,3,4
4,13,4,8
5,13,5,8
6,13,6,8
7,13,7,8
8,13,8,12
9,13,9,12
10,13,10,12
11,13,11,32
12,13,12,36
13,13,13,36
14,13,14,36
15,13,15,64
16,13,16,64
17,13,17,64
18,13,18,68
19,13,19,72
20,13,20,76
21,13,21,100
22,13,22,116
23,13,23,120
24,13,24,124
25,13,25,124
26,13,26,140
27,13,27,140
28,13,28,144
29,13,29,184
30,13,30,188
31,13,31,188
32,13,32,196
33,13,33,200
34,13,34,200
35,13,35,204
36,13,36,204
37,13,37,204
38,13,38,204
39,13,39,208
40,13,40,208
41,13,41,216
42,13,42,224
43,13,43,224
44,13,44,248
45,13,45,248
46,13,46,248
47,13,47,252
48,13,48,276
49,13,49,292
50,13,50,292
51,13,51,296
52,13,52,296
53,13,53,300
54,13,54,344
55,13,55,344
56,13,56,344
57,13,57,344
58,13,58,348
59,13,59,348
60,13,60,368
61,13,61,368
62,13,62,472
63,13,63,476
64,13,64,484
65,13,65,488
66,13,66,492
67,13,67,492
68,13,68,500
69,13,69,500
70,13,70,500
71,13,71,516
72,13,72,520
73,13,73,552
74,13,74,552
75,13,75,564
76,13,76,572
77,13,77,572
78,13,78,576
79,13,79,588
80,13,80,588
81,13,81,588
82,13,82,592
83,13,83,600
84,13,84,604
85,13,85,628
86,13,86,644
87,13,87,712
88,13,88,776
89,13,89,904
90,13,90,912
91,13,91,920
92,13,92,936
93,13,93,940
94,13,94,952
95,13,95,956
96,13,96,956
97,13,97,960
98,13,98,968
99,13,99,988
100,13,100,996
101,13,101,996
102,13,102,1024
103,13,103,1064
104,13,104,1128
105,13,105,1128
106,13,106,1132
107,13,107,1140
108,13,108,1156
109,13,109,1156
110,13,110,1156
111,13,111,1156
112,13,112,1156
113,13,113,1160
114,13,114,1168
115,13,115,1172
116,13,116,1176
117,13,117,1188
118,13,118,1200
119,13,119,1220
120,13,120,1220
121,13,121,1220
122,13,122,1232
123,13,123,1252
124,13,124,1252
125,13,125,1284
126,13,126,1284
127,13,127,1292
128,13,128,1292
129,13,129,1296
130,13,130,1304
131,13,131,1304
132,13,132,1324
133,13,133,1324
134,13,134,1324
135,13,135,1328
136,13,136,1336
137,13,137,1344
138,13,138,1364
139,13,139,1364
140,13,140,1400
141,13,141,1404
142,13,142,1404
143,13,143,1412
144,13,144,1416
145,13,145,1424
146,13,146,1440
147,13,147,1444
148,13,148,1448
149,13,149,1456
