row_index,game_id,move_index,score
0,14,0,0
1,14,1,0
2,14,2,4
3,14,3,4
4,14,4,4
5,14,5,4
6,14,6,4
7,14,7,12
8,14,8,24
9,14,9,24
10,14,10,24
11,14,11,36
12,14,12,56
13,14,13,68
14,14,14,68
15,14,15,68
16,14,16,68
17,14,17,68
18,14,18,72
19,14,19,72
20,14,20,76
21,14,21,76
22,14,22,80
23,14,23,92
24,14,24,92
25,14,25,92
26,14,26,104
27,14,27,120
28,14,28,120
29,14,29,156
30,14,30,156
31,14,31,168
32,14,32,168
33,14,33,188
34,14,34,188
35,14,35,188
36,14,36,192
37,14,37,208
38,14,38,216
39,14,39,228
40,14,40,244
41,14,41,244
42,14,42,244
43,14,43,288
44,14,44,296
45,14,45,296
46,14,46,316
47,14,47,316
48,14,48,324
49,14,49,332
50,14,50,336
51,14,51,336
52,14,52,340
53,14,53,348
54,14,54,348
55,14,55,348
56,14,56,352
57,14,57,368
58,14,58,368
59,14,59,444
60,14,60,444
61,14,61,448
62,14,62,448
63,14,63,448
64,14,64,452
65,14,65,460
66,14,66,460
67,14,67,460
68,14,68,464
69,14,69,472
