row_index,game_id,move_index,score
0,4,0,0
1,4,1,0
2,4,2,4
3,4,3,4
4,4,4,4
5,4,5,8
6,4,6,8
7,4,7,8
8,4,8,12
9,4,9,12
10,4,10,24
11,4,11,36
12,4,12,40
13,4,13,40
14,4,14,40
15,4,15,56
16,4,16,60
17,4,17,60
18,4,18,72
19,4,19,72
20,4,20,76
21,4,21,80
22,4,22,88
23,4,23,92
24,4,24,124
25,4,25,124
26,4,26,124
27,4,27,132
28,4,28,132
29,4,29,132
30,4,30,136
31,4,31,136
32,4,32,144
33,4,33,148
34,4,34,168
35,4,35,212
36,4,36,228
37,4,37,228
38,4,38,228
39,4,39,232
40,4,40,236
41,4,41,244
42,4,42,244
43,4,43,244
44,4,44,248
45,4,45,252
46,4,46,268
47,4,47,268
48,4,48,284
49,4,49,316
50,4,50,384
51,4,51,400
52,4,52,400
53,4,53,424
54,4,54,424
55,4,55,432
56,4,56,440
57,4,57,440
58,4,58,444
59,4,59,444
60,4,60,448
61,4,61,448
62,4,62,448
63,4,63,448
64,4,64,448
65,4,65,460
66,4,66,464
67,4,67,464
68,4,68,464
69,4,69,468
70,4,70,496
71,4,71,536
72,4,72,544
73,4,73,544
74,4,74,544
75,4,75,544
76,4,76,548
77,4,77,556
78,4,78,580
79,4,79,580
80,4,80,584
81,4,81,584
