row_index,game_id,move_index,score
0,12,0,0
1,12,1,0
2,12,2,4
3,12,3,4
4,12,4,4
5,12,5,12
6,12,6,20
7,12,7,20
8,12,8,24
9,12,9,24
10,12,10,24
11,12,11,24
12,12,12,24
13,12,13,32
14,12,14,44
15,12,15,44
16,12,16,72
17,12,17,72
18,12,18,72
19,12,19,76
20,12,20,84
21,12,21,88
22,12,22,88
23,12,23,104
24,12,24,144
25,12,25,148
26,12,26,148
27,12,27,152
28,12,28,152
29,12,29,164
30,12,30,164
31,12,31,164
32,12,32,168
33,12,33,168
34,12,34,180
35,12,35,180
36,12,36,180
37,12,37,188
38,12,38,204
39,12,39,220
40,12,40,220
41,12,41,220
42,12,42,224
43,12,43,224
44,12,44,228
45,12,45,232
46,12,46,260
47,12,47,268
48,12,48,268
49,12,49,284
50,12,50,284
51,12,51,320
52,12,52,396
53,12,53,396
54,12,54,396
55,12,55,400
56,12,56,408
57,12,57,428
58,12,58,428
59,12,59,428
60,12,60,432
61,12,61,436
62,12,62,440
63,12,63,448
64,12,64,468
65,12,65,468
66,12,66,476
67,12,67,476
68,12,68,480
69,12,69,480
70,12,70,480
71,12,71,516
72,12,72,516
73,12,73,536
74,12,74,536
75,12,75,544
76,12,76,560
77,12,77,564
78,12,78,572
79,12,79,608
80,12,80,612
81,12,81,612
82,12,82,616
83,12,83,620
84,12,84,632
85,12,85,632
86,12,86,632
87,12,87,632
88,12,88,640
89,12,89,640
