row_index,game_id,move_index,score
0,11,0,0
1,11,1,0
2,11,2,0
3,11,3,4
4,11,4,4
5,11,5,4
6,11,6,16
7,11,7,24
8,11,8,24
9,11,9,28
10,11,10,28
11,11,11,36
12,11,12,56
13,11,13,56
14,11,14,60
15,11,15,60
16,11,16,64
17,11,17,72
18,11,18,80
19,11,19,80
20,11,20,80
21,11,21,84
22,11,22,84
23,11,23,84
24,11,24,92
25,11,25,116
26,11,26,116
27,11,27,152
28,11,28,172
29,11,29,172
30,11,30,176
31,11,31,196
32,11,32,200
33,11,33,216
34,11,34,216
35,11,35,216
36,11,36,224
37,11,37,228
38,11,38,228
39,11,39,228
40,11,40,236
41,11,41,248
42,11,42,248
43,11,43,248
44,11,44,264
45,11,45,264
46,11,46,272
47,11,47,272
48,11,48,296
49,11,49,340
50,11,50,340
51,11,51,344
52,11,52,348
53,11,53,388
54,11,54,456
55,11,55,464
56,11,56,484
57,11,57,484
58,11,58,484
59,11,59,488
60,11,60,488
61,11,61,496
62,11,62,512
63,11,63,516
64,11,64,524
65,11,65,524
66,11,66,528
67,11,67,536
68,11,68,540
69,11,69,540
70,11,70,540
71,11,71,540
72,11,72,552
73,11,73,552
74,11,74,560
75,11,75,580
76,11,76,584
77,11,77,584
78,11,78,588
79,11,79,600
80,11,80,600
81,11,81,620
82,11,82,620
83,11,83,672
84,11,84,688
85,11,85,692
86,11,86,724
87,11,87,728
88,11,88,800
89,11,89,800
90,11,90,928
91,11,91,932
92,11,92,936
93,11,93,944
94,11,94,944
95,11,95,948
96,11,96,956
97,11,97,972
98,11,98,972
99,11,99,976
100,11,100,984
101,11,101,1004
102,11,102,1008
103,11,103,1048
104,11,104,1048
105,11,105,1048
106,11,106,1048
107,11,107,1056
108,11,108,1064
109,11,109,1084
110,11,110,1084
111,11,111,1084
112,11,112,1096
113,11,113,1108
114,11,114,1116
115,11,115,1116
116,11,116,1116
117,11,117,1120
118,11,118,1128
119,11,119,1148
