row_index,game_id,move_index,score
0,3,0,0
1,3,1,0
2,3,2,4
3,3,3,12
4,3,4,12
5,3,5,12
6,3,6,16
7,3,7,16
8,3,8,20
9,3,9,32
10,3,10,32
11,3,11,36
12,3,12,36
13,3,13,36
14,3,14,40
15,3,15,48
16,3,16,52
17,3,17,52
18,3,18,52
19,3,19,72
20,3,20,72
21,3,21,80
22,3,22,80
23,3,23,88
24,3,24,96
25,3,25,96
26,3,26,96
27,3,27,100
28,3,28,100
29,3,29,108
30,3,30,120
31,3,31,144
32,3,32,164
33,3,33,164
34,3,34,164
35,3,35,164
36,3,36,164
37,3,37,180
38,3,38,196
39,3,39,232
40,3,40,240
41,3,41,240
42,3,42,244
43,3,43,248
44,3,44,248
45,3,45,256
46,3,46,260
47,3,47,268
48,3,48,268
49,3,49,268
50,3,50,276
51,3,51,284
52,3,52,284
53,3,53,300
54,3,54,304
55,3,55,312
56,3,56,312
57,3,57,316
58,3,58,328
59,3,59,328
60,3,60,328
61,3,61,332
