row_index,game_id,move_index,score
0,15,0,0
1,15,1,4
2,15,2,12
3,15,3,12
4,15,4,12
5,15,5,12
6,15,6,12
7,15,7,12
8,15,8,12
9,15,9,24
10,15,10,24
11,15,11,24
12,15,12,24
13,15,13,28
14,15,14,40
15,15,15,40
16,15,16,48
17,15,17,56
18,15,18,72
19,15,19,84
20,15,20,92
21,15,21,108
22,15,22,108
23,15,23,132
24,15,24,164
25,15,25,164
26,15,26,164
27,15,27,168
28,15,28,180
29,15,29,180
30,15,30,180
31,15,31,180
32,15,32,184
33,15,33,188
34,15,34,200
35,15,35,216
36,15,36,252
37,15,37,260
38,15,38,260
39,15,39,264
40,15,40,272
41,15,41,276
42,15,42,280
43,15,43,292
44,15,44,292
45,15,45,292
46,15,46,292
47,15,47,296
48,15,48,304
49,15,49,308
50,15,50,404
51,15,51,416
52,15,52,428
53,15,53,444
54,15,54,448
55,15,55,448
56,15,56,452
57,15,57,460
58,15,58,460
59,15,59,460
60,15,60,464
61,15,61,468
62,15,62,508
63,15,63,508
64,15,64,512
65,15,65,516
66,15,66,516
67,15,67,524
68,15,68,540
69,15,69,540
70,15,70,552
71,15,71,560
72,15,72,608
73,15,73,612
74,15,74,616
75,15,75,688
76,15,76,688
77,15,77,696
78,15,78,832
79,15,79,836
80,15,80,836
81,15,81,840
82,15,82,840
83,15,83,844
84,15,84,852
85,15,85,872
86,15,86,872
87,15,87,872
88,15,88,904
89,15,89,908
90,15,90,912
91,15,91,916
92,15,92,924
93,15,93,924
94,15,94,932
95,15,95,932
96,15,96,932
97,15,97,936
98,15,98,948
99,15,99,964
100,15,100,964
101,15,101,976
102,15,102,1000
103,15,103,1004
104,15,104,1008
105,15,105,1008
106,15,106,1012
107,15,107,1020
108,15,108,1036
109,15,109,1040
110,15,110,1040
111,15,111,1040
112,15,112,1040
113,15,113,1084
114,15,114,1112
115,15,115,1148
116,15,116,1156
117,15,117,1156
118,15,118,1220
119,15,119,1228
120,15,120,1232
121,15,121,1232
122,15,122,1236
123,15,123,1240
124,15,124,1240
125,15,125,1268
126,15,126,1272
127,15,127,1272
128,15,128,1280
129,15,129,1280
130,15,130,1284
131,15,131,1300
132,15,132,1300
133,15,133,1340
134,15,134,1348
135,15,135,1348
136,15,136,1352
137,15,137,1352
138,15,138,1352
139,15,139,1356
140,15,140,1364
141,15,141,1368
142,15,142,1384
143,15,143,1388
144,15,144,1396
145,15,145,1400
146,15,146,1404
147,15,147,1412
148,15,148,1428
149,15,149,1432
150,15,150,1464
151,15,151,1476
