row_index,game_id,move_index,score
0,2,0,0
1,2,1,0
2,2,2,0
3,2,3,4
4,2,4,8
5,2,5,16
6,2,6,20
7,2,7,28
8,2,8,28
9,2,9,44
10,2,10,44
11,2,11,48
12,2,12,60
13,2,13,60
14,2,14,64
15,2,15,76
16,2,16,76
17,2,17,80
18,2,18,80
19,2,19,80
20,2,20,80
21,2,21,84
22,2,22,96
23,2,23,112
24,2,24,116
25,2,25,116
26,2,26,152
27,2,27,160
28,2,28,160
29,2,29,160
30,2,30,160
31,2,31,164
32,2,32,164
33,2,33,164
34,2,34,168
35,2,35,176
36,2,36,184
37,2,37,208
38,2,38,228
39,2,39,228
40,2,40,228
41,2,41,232
42,2,42,232
43,2,43,232
44,2,44,232
45,2,45,244
46,2,46,252
47,2,47,252
48,2,48,292
49,2,49,292
50,2,50,304
51,2,51,388
52,2,52,420
53,2,53,420
54,2,54,428
55,2,55,432
56,2,56,432
57,2,57,432
58,2,58,440
59,2,59,440
60,2,60,444
61,2,61,448
62,2,62,452
63,2,63,460
64,2,64,460
65,2,65,460
66,2,66,460
67,2,67,464
68,2,68,472
69,2,69,476
70,2,70,484
71,2,71,508
72,2,72,516
73,2,73,572
74,2,74,604
75,2,75,608
76,2,76,608
77,2,77,700
78,2,78,700
79,2,79,828
80,2,80,828
81,2,81,840
82,2,82,840
83,2,83,860
84,2,84,868
85,2,85,868
86,2,86,872
87,2,87,880
88,2,88,880
89,2,89,880
90,2,90,880
91,2,91,884
92,2,92,884
93,2,93,916
94,2,94,916
95,2,95,952
96,2,96,952
97,2,97,952
98,2,98,964
99,2,99,980
100,2,100,980
101,2,101,980
102,2,102,984
103,2,103,992
104,2,104,992
105,2,105,1008
106,2,106,1008
107,2,107,1012
108,2,108,1012
109,2,109,1020
110,2,110,1024
111,2,111,1048
112,2,112,1064
113,2,113,1096
114,2,114,1100
115,2,115,1112
116,2,116,1124
117,2,117,1128
118,2,118,1128
119,2,119,1128
120,2,120,1132
121,2,121,1144
122,2,122,1168
123,2,123,1168
124,2,124,1184
125,2,125,1220
126,2,126,1284
127,2,127,1284
128,2,128,1284
129,2,129,1284
130,2,130,1328
131,2,131,1328
132,2,132,1336
133,2,133,1344
134,2,134,1376
135,2,135,1380
136,2,136,1380
137,2,137,1384
138,2,138,1384
139,2,139,1384
140,2,140,1448
141,2,141,1452
142,2,142,1452
143,2,143,1456
144,2,144,1464
145,2,145,1468
146,2,146,1484
147,2,147,1492
148,2,148,1624
149,2,149,1628
150,2,150,1632
151,2,151,1640
152,2,152,1644
153,2,153,1644
154,2,154,1660
155,2,155,1916
156,2,156,1928
157,2,157,1928
158,2,158,1932
159,2,159,1944
160,2,160,1944
161,2,161,1960
162,2,162,1996
163,2,163,2004
164,2,164,2008
165,2,165,2016
166,2,166,2036
167,2,167,2036
168,2,168,2048
169,2,169,2056
170,2,170,2060
171,2,171,2064
172,2,172,2064
173,2,173,2096
174,2,174,2100
175,2,175,2108
176,2,176,2112
