row_index,game_id,move_index,score
0,9,0,0
1,9,1,0
2,9,2,4
3,9,3,4
4,9,4,8
5,9,5,16
6,9,6,16
7,9,7,20
8,9,8,20
9,9,9,20
10,9,10,24
11,9,11,32
12,9,12,36
13,9,13,36
14,9,14,64
15,9,15,64
16,9,16,64
17,9,17,68
18,9,18,72
19,9,19,80
20,9,20,84
21,9,21,88
22,9,22,96
23,9,23,116
24,9,24,116
25,9,25,124
26,9,26,124
27,9,27,144
28,9,28,180
29,9,29,184
30,9,30,192
31,9,31,192
32,9,32,192
33,9,33,196
34,9,34,196
35,9,35,196
36,9,36,204
37,9,37,212
38,9,38,228
39,9,39,268
40,9,40,268
41,9,41,272
42,9,42,276
43,9,43,288
44,9,44,288
45,9,45,288
46,9,46,292
47,9,47,292
48,9,48,296
49,9,49,304
50,9,50,308
51,9,51,308
52,9,52,308
53,9,53,320
54,9,54,344
55,9,55,348
56,9,56,412
57,9,57,416
58,9,58,416
59,9,59,416
60,9,60,424
61,9,61,428
62,9,62,428
63,9,63,448
64,9,64,448
65,9,65,452
66,9,66,452
67,9,67,456
68,9,68,476
69,9,69,480
70,9,70,496
71,9,71,496
72,9,72,544
73,9,73,568
74,9,74,584
75,9,75,588
76,9,76,600
77,9,77,608
78,9,78,608
79,9,79,612
80,9,80,612
81,9,81,612
82,9,82,612
83,9,83,616
84,9,84,616
85,9,85,624
86,9,86,632
87,9,87,640
88,9,88,648
89,9,89,664
90,9,90,696
91,9,91,716
92,9,92,724
93,9,93,728
94,9,94,728
95,9,95,732
96,9,96,740
97,9,97,756
98,9,98,788
99,9,99,852
100,9,100,860
101,9,101,860
102,9,102,860
103,9,103,1008
104,9,104,1016
105,9,105,1016
106,9,106,1028
107,9,107,1048
108,9,108,1048
109,9,109,1056
110,9,110,1060
111,9,111,1060
112,9,112,1076
113,9,113,1108
114,9,114,1108
115,9,115,1128
116,9,116,1164
117,9,117,1164
118,9,118,1168
119,9,119,1168
120,9,120,1168
121,9,121,1168
122,9,122,1172
123,9,123,1184
124,9,124,1192
125,9,125,1196
126,9,126,1196
127,9,127,1200
128,9,128,1208
129,9,129,1216
130,9,130,1220
131,9,131,1240
132,9,132,1240
133,9,133,1240
134,9,134,1336
135,9,135,1368
136,9,136,1372
137,9,137,1376
138,9,138,1384
139,9,139,1384
140,9,140,1388
141,9,141,1396
142,9,142,1396
143,9,143,1400
144,9,144,1424
145,9,145,1464
146,9,146,1464
147,9,147,1528
148,9,148,1528
149,9,149,1528
150,9,150,1532
151,9,151,1536
152,9,152,1544
153,9,153,1568
154,9,154,1588
155,9,155,1588
156,9,156,1600
157,9,157,1604
158,9,158,1604
159,9,159,1604
160,9,160,1608
161,9,161,1612
162,9,162,1612
163,9,163,1620
164,9,164,1624
165,9,165,1632
166,9,166,1648
